id,external_id,name,number,street,zip_code,suburb,province,state,phone,latitude,longitude,status,schedule,seller
1104,1104,TAXQUEÑA,No. 1030,Av. Miguel Ángel de Quevedo,04040,Parque San Andrés,Coyoacán,CDMX,"{'lada': '--', 'number': '5555441154'}",19.343198,-99.149189,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1105,1105,ALTAVISTA,No. 52,Av. Desierto de los Leones,01060,San Ángel,Álvaro Obregón,CDMX,"{'lada': '--', 'number': '5555507735'}",19.348858,-99.190079,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1107,1107,QUERÉTARO LOS ARQUITOS,No. 172,Av. Constituyentes Oriente,76048,Loma Bonita,Querétaro,QUERETARO,"{'lada': '--', 'number': '4422236516'}",20.587596,-100.369596,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1108,1108,CHIHUAHUA,3300-E,Calle Indiana,31214,Campestre Lomas,Chihuahua,CHIHUAHUA,"{'lada': '--', 'number': '6144157835'}",28.639137,-106.099191,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1109,1109,GUADALAJARA GRAN PLAZA,3959 R-2-7,Gran Plaza Avenida Ignacio Luis Vallarta,45049,Don Bosco Vallarta,Guadalajara,JALISCO,"{'lada': '--', 'number': '3331223066'}",20.673306,-103.404089,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1110,1110,VERACRUZ CALINDA,No. 1069,Av. Independencia,91700,Centro,Veracruz,VERACRUZ,"{'lada': '--', 'number': '2999310088'}",19.2007,-96.1393091,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1113,1113,PUEBLA ANGELÓPOLIS,2510,Blvrd del Niño Poblano,72430,Atlixcáyotl,Puebla,PUEBLA,"{'lada': '--', 'number': '2222250330'}",19.031057,-98.232524,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1114,1114,AGUASCALIENTES FRANCIA,No. 111,Av. Francisco I. Madero,20000,Centro,Aguascalientes,AGUASCALIENTES,"{'lada': '--', 'number': '4499158774'}",21.88111,-102.295501,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1116,1116,PLAZA INSURGENTES,214 - 101,San Luis Potosí,06700,Roma Norte,Cuauhtémoc,CDMX,"{'lada': '--', 'number': '5555840724'}",19.412445,-99.165811,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1117,1117,PABELLÓN POLANCO,No. 980,Avenida Ejército Nacional,11510,Polanco I Sección,Miguel Hidalgo,CDMX,"{'lada': '--', 'number': '5555570487'}",19.437623,-99.206758,False,Cerrada Permanentemente,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1118,1118,CANCÚN,No. 260,Av. Tulum Sur,77500,"Supermanzana, 7",Cancún,QUINTANA ROO,"{'lada': '--', 'number': '9988875893'}",21.147796,-86.823642,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1119,1119,METEPEC,No. 126,Blvrd Toluca Metepec,52140,Coaxustenco,Metepec,ESTADO DE MÉXICO,"{'lada': '--', 'number': '7222325030'}",19.259665,-99.620273,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1121,1121,VILLA DE CORTÉS,No. 744,Calzada de Tlalpan,03510,Moderna,Benito Juárez,CDMX,"{'lada': '--', 'number': '5555797229'}",19.39189,-99.137956,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1122,1122,LAS ÁGUILAS,No. 1350,Calz. de Las Águilas,01730,Puente Colorado,Álvaro Obregón,CDMX,"{'lada': '--', 'number': '5556350659'}",19.347578,-99.232059,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1124,1124,BARRANCA DEL MUERTO,No. 479,Av. Barranca del Muerto,01600,Merced Gómez,Álvaro Obregón,CDMX,"{'lada': '--', 'number': '5556602010'}",19.364214,-99.191939,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1128,1128,BUENAVISTA FORUM,No. 259,Av. Eje 1 Norte Mosqueta,06350,Buenavista,Cuauhtémoc,CDMX,"{'lada': '--', 'number': '5555472547'}",19.4502,-99.151775,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1129,1129,CELAYA,809 Poniente,Boulevard Adolfo López Mateos,38000,Centro,Celaya,GUANAJUATO,"{'lada': '--', 'number': '4616090600'}",20.520314,-100.822311,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1130,1130,TACUBAYA,No. 106,Av. José Vasconcelos,11850,San Miguel Chapultepec,Miguel Hidalgo,CDMX,"{'lada': '--', 'number': '5526142287'}",19.410035,-99.183901,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1131,1131,PLAZA CARSO,No. 245,Lago Zúrich,11529,Ampliación Granada,Miguel Hidalgo,CDMX,"{'lada': '--', 'number': '5549760050'}",19.441603,-99.204422,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1132,1132,TAMPICO,No. 5107,Av. Miguel Hidalgo,89330,Flamboyanes,Tampico,TAMAULIPAS,"{'lada': '--', 'number': '8332245559'}",22.272604,-97.873312,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1133,1133,CHIHUAHUA PLAZA DEL SOL,No. 3501,Periférico de la Juventud,31250,Las Haciendas ,Chihuahua,CHIHUAHUA,"{'lada': '--', 'number': '6144301102'}",28.623372,-106.115284,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1134,1134,ZACATECAS,No. 212,Av. Hidalgo,98000,Centro Zacatecas,Zacatecas,ZACATECAS,"{'lada': '--', 'number': '4929221298'}",22.773183,-102.573894,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1135,1135,PABELLÓN CUAUHTÉMOC,No. 287,Avenida Cuauhtémoc,06760,Roma Norte,Cuauhtémoc,CDMX,"{'lada': '--', 'number': '5555745729'}",19.411251,-99.155428,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1136,1136,ZARAGOZA,No. 17,Calle 5,08100,Agrícola Pantitlán,Iztacalco,CDMX,"{'lada': '--', 'number': '5557005635'}",19.400761,-99.061706,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1137,1137,TORREON LAGUNA,No. 6000,Periférico Raúl López Sánchez,27018,Residencial El Fresno,Torreón,COAHUILA,"{'lada': '--', 'number': '8717507941'}",25.582052,-103.404993,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1138,1138,MERIDA GRAN PLAZA,No. 460,Calle 50,97115,Montes de Ame,Mérida,YUCATAN,"{'lada': '--', 'number': '9999418214'}",21.030428,-89.625828,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1140,1140,QUERÉTARO CENTRO COMERCIAL,No. 99,Av. 5 de Febrero,76130,Los Virreyes,Querétaro,QUERETARO,"{'lada': '--', 'number': '4422429246'}",20.577396,-100.405788,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1143,1143,MORELIA PORTAL GALEANA,No. 171,Calle Portal Galeana,58000,Centro,Morelia,MICHOACAN,"{'lada': '--', 'number': '4433178472'}",19.703085,-101.193046,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1145,1145,CULIACÁN,No. 1676,Blvd. Jose Diego Valadez,80000,Desarrollo Urbano Tres Ríos,Culiacán,SINALOA,"{'lada': '--', 'number': '6677136601'}",24.813942,-107.400947,True,Lunes a Domingo de 08:00 a 23:00 horas,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1148,1148,TUXTLA,No. 1861,Plaza Boulevard Belisario Domínguez,29020,Bugambilias,Tuxtla,CHIAPAS,"{'lada': '--', 'number': '9616152825'}",16.755068,-93.148814,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1150,1150,TEXCOCO,413,Av. Juarez Norte Local-1,56100,Texcoco de Mora Centro,Texcoco,ESTADO DE MÉXICO,"{'lada': '--', 'number': '5959313807'}",19.517755,-98.882053,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1155,1155,CIUDAD JUAREZ MISIONES,No. 8681,Boulevard Teófilo Borunda,32618,Partido Iglesias,Ciudad Juárez,CHIHUAHUA,"{'lada': '55', 'number': '6566482181'}",31.686034,-106.408749,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1156,1156,GUADALAJARA GALERÍAS,150-C,Avenida Rafael Sanzio,45020,Camichines Vallarta,Guadalajara,JALISCO,"{'lada': '--', 'number': '3336290436'}",20.676965,-103.431491,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1161,1161,ISABEL LA CATÓLICA,No. 51,Isabel la Católica,06010,Centro,Cuauhtémoc,CDMX,"{'lada': '--', 'number': '5555187942'}",19.430999,-99.136838,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1162,1162,SAN MARCOS,s/n,Av. Chalma R-01 esq. Autopista Méx-Qro,54720,Jardines de la Hacienda Sur,Cuautitlán Izcalli,ESTADO DE MÉXICO,"{'lada': '--', 'number': '5524720037'}",19.670871,-99.201495,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1163,1163,CUERNAVACA GALERÍAS,Loc. 103,Km 73 Aut. Méx-Acapulco,62388,Tulipanes,Cuernavaca,MORELOS,"{'lada': '--', 'number': '7773163019'}",18.936148,-99.193283,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1164,1164,SALTILLO,No. 686,Perif. Luis Echeverría,25280,Republica Norte,Saltillo,COAHUILA,"{'lada': '--', 'number': '8444166697'}",25.444497,-100.984422,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1166,1166,ECATEPEC,s/n,Av. Central s/n Fraccionamiento Las Américas,55076,Las Américas,Ecatepec de Morelos,ESTADO DE MÉXICO,"{'lada': '--', 'number': '5524864019'}",19.582691,-99.023599,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1168,1168,CIUDAD DEL CARMEN,No. 101,Avenida Isla de Tris,24199,Aeropuerto,Ciudad del Cármen,CAMPECHE,"{'lada': '--', 'number': '9381110312'}",18.649656,-91.805071,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1169,1169,PARQUE DELTA,No. 462,Avenida Cuauhtémoc,03000,Piedad Narvarte,Benito Juárez,CDMX,"{'lada': '--', 'number': '5554402367'}",19.402527,-99.154375,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1170,1170,XALAPA,S/N,Carretera Federal Xalapa Km 2 ancla 4,91193,Pastoresca,Xalapa,VERACRUZ,"{'lada': '--', 'number': '2288139890'}",19.513053,-96.877417,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1171,1171,COATZACOALCOS,Km. 8,"Av. Universidad Veracruzana, Minatitlan",96536,El Tesoro,Coatzacoalcos,VERACRUZ,"{'lada': '--', 'number': '9212109089'}",18.141232,-94.487753,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1172,1172,PUEBLA LAS ÁNIMAS,No. 3515,"Calle 39 Poniente , Ancla 1",72400,Las Ánimas,Puebla,PUEBLA,"{'lada': '--', 'number': '2221697024'}",19.043274,-98.234818,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1173,1173,METRÓPOLI,No. 229,Avenida Patriotismo,03800,San Pedro de los Pinos,Benito Juárez,CDMX,"{'lada': '--', 'number': '5552722839'}",19.395555,-99.181074,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1174,1174,REYNOSA,No. 101,Boulevard Hidalgo Sub-ancla 1,88710,Las Fuentes,Reynosa,TAMAULIPAS,"{'lada': '--', 'number': '8999248224'}",26.074322,-98.319231,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1175,1175,CANCÚN GRAN PLAZA,18 L.1,Av. Nichupté,77533,Supermanzana 51,Cancún,QUINTANA ROO,"{'lada': '--', 'number': '9988723571'}",21.140162,-86.853976,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1176,1176,GRAN SUR,No. 151,Avenida del Imán Locales A2 118 y 119,04700,Pedregal de Carrasco,Coyoacán,CDMX,"{'lada': '--', 'number': '5551712180'}",19.306096,-99.165865,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1181,1181,PARQUE LINDAVISTA,No. 280,Calle Colector 13,07760,Magdalena de las Salinas,Gustavo A. Madero,CDMX,"{'lada': '--', 'number': '5551192246'}",19.486687,-99.131644,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1184,1184,LOS REYES LA PAZ,s/n,Carr. Federal México-Texcoco Km 17.5,56400,Los Reyes La Paz,Los Reyes Acaquilpan,ESTADO DE MÉXICO,"{'lada': '--', 'number': '5558572610'}",19.35709,-98.988469,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1185,1185,MONTERREY CITADEL,No. 410,Av. Rómulo Garza,66477,La Fé,Monterrey,NUEVO LEON,"{'lada': '--', 'number': '8183218073'}",25.725966,-100.215625,False,Cerrada Permanentemente,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1186,1186,PACHUCA PLAZA Q,Km 7.7,Boulevard Luis Donaldo Colosio,42186,Colinas de Plata,Pachuca,HIDALGO,"{'lada': '--', 'number': '7717912947'}",20.08142,-98.727764,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1187,1187,REFORMA 222,No. 222,"Reforma,  Subancla 03",06600,Juárez,Cuauhtémoc,CDMX,"{'lada': '--', 'number': '5555251677'}",19.428169,-99.161184,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1188,1188,MÉRIDA ALTABRISA,Local 31,Calle 7 No. 451 MZ. 591,97130,Altabrisa,Mérida,YUCATAN,"{'lada': '--', 'number': '9991679564'}",21.018661,-89.584158,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1190,1190,PARQUE TEZONTE,No. 1512,Avenida Canal de Tezontle,09020,Alfonso Ortíz Tirado,Iztapalapa,CDMX,"{'lada': '--', 'number': '5591290178'}",19.384459,-99.082664,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1191,1191,AGUASCALIENTES ALTARIA,No. 849,Boulevard A Zacatecas Norte,20200,Trojes de Alonso,Aguascalientes,AGUASCALIENTES,"{'lada': '--', 'number': '4491530430'}",21.923249,-102.290142,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1192,1192,PARADERO CIUDAD AZTECA,No. 50,Av. Central Carlos Hank Gonzalez Mz. 632,55120,Ciudad Azteca,Ecatepec de Morelos,ESTADO DE MÉXICO,"{'lada': '--', 'number': '5557751789'}",19.533364,-99.027252,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1196,1196,CUAUTITLÁN LUNA PARC,MZ. C-34,Av. Primero de Mayo,54700,Centro Urbano,Cuautitlán Izcalli,ESTADO DE MÉXICO,"{'lada': '--', 'number': '5558682580'}",19.656745,-99.209998,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1199,1199,CIUDAD JARDÍN,No. 3,Av. Bordo de Xochiaca,57205,Ciudad Jardín Bicentenario,Nezahualcóyotl,ESTADO DE MÉXICO,"{'lada': '--', 'number': '5515584012'}",19.424447,-99.022821,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1210,1210,WORLD TRADE CENTER,No. 38,"Av. de los Insurgentes Sur 701, Montecito",03810,Nápoles,Benito Juárez,CDMX,"{'lada': '--', 'number': '5556870928'}",19.393899,-99.172832,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1211,1211,ORIZABA,No. 1430,Avenida Circunvalación,94330,El Espinal,Orizaba,VERACRUZ,"{'lada': '--', 'number': '2727218740'}",18.862751,-97.096957,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1213,1213,CONDES DE XALA,No. 73,Venustiano Carranza,06010,Centro,Cuauhtémoc,CDMX,"{'lada': '--', 'number': '5555181463'}",19.431073,-99.135347,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1214,1214,SAN LUIS POTOSÍ EL DORADO,No. 450,Av. Nereo Rodríguez Barragan,78200,Del Valle,San Luis Potosí,SAN LUIS POTOSI,"{'lada': '--', 'number': '4448330766'}",22.155993,-101.00407,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1215,1215,MORELIA PASEO ALTOZANO,No. 1000,Avenida Montaña Monarca Norte,58350,Desarrollo Montaña Monarca,Morelia,MICHOACAN,"{'lada': '--', 'number': '4432040815'}",19.67403,-101.162397,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1217,1217,PLAZA SAN LUIS POTOSÍ,No. 700,Blvd. Antonio Rocha Cordero,78215,Lomas del Tecnológico,San Luis Potosí,SAN LUIS POTOSI,"{'lada': '--', 'number': '4441230205'}",22.127719,-101.030458,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1218,1218,VILLAHERMOSA ALTABRISA,No. 129,Av. Periférico Carlos Pellicer,86179,Plaza Villahermosa,Villahermosa,TABASCO,"{'lada': '--', 'number': '9932535018'}",17.967457,-92.940959,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1222,1222,NUEVO VERACRUZ,-,Carretera México Jalapa-Veracruz KM. 435.5,91697,El Laureal de Buenavista,Veracruz,VERACRUZ,"{'lada': '--', 'number': '2296881681'}",19.173435,-96.189619,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1226,1226,VIA VALLEJO,No. 1090,Calzada Vallejo Eje 1 Poniente,02340,Sta Cruz de las Salinas,Azcapotzalco,CDMX,"{'lada': '--', 'number': '5591307009'}",19.488257,-99.152022,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
