country,hours,distance,city,address1,postalCode,latitude,storeId,phoneNumber,name,state,longitude
Mexico,De 09:00:00 a.m. a 09:00:00 p.m.,,San Pedro Garza Garcia,Av. Manuel Gómez Morín 940 (Recolecta dentro del Club),66250,25.6450325,0000004978,(81) 8356-6636,"Sam's Club Gomez Morin, N.L.",Nuevo Leon,-100.3599197
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Monterrey,Av. J.E.González 400 (Recolecta en Drive Thru o dentro del Club),64320,25.708826,0000006392,(81) 8318-0406,"Sam's Club Gonzalitos, Mty.",Nuevo Leon,-100.351685
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Monterrey,Av. Eugenio Garza Sada 4950 (Recolecta dentro del Club),64780,25.61408,0000006275,(81) 8349-7436,"Sam's Club Las Torres, Mty.",Nuevo Leon,-100.27149
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Guadalupe,Ave. Miguel Aleman 7000 (Recolecta en Drive Thru o dentro del Club),67130,25.695311,0000006468,(81) 8334-6868,"Sam's Club Miguel Alemán, Mty.",Nuevo Leon,-100.237648
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Nuevo Leon,"Av. Coahuila, No 500, Col ExHacienda el Rosario,67288, Nuevo León",67288,25.657,0000005805,(61)-81-12-83-97,"Sam's Club Paseo Juárez, N.L.",Nuevo Leon,-100.151
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,San Nicolás de los Garza,Av. Sendero Divisorio 2000 Recolecta en Drive Thru o dentro del Club),66417,25.7669191,0000006204,(81) 1104-8830,"Sam's Club San Nicolas, NL.",Nuevo Leon,-100.294801
Mexico,De 09:00:00 a.m. a 09:00:00 p.m.,,Santa Catarina,Blvd Gustavo Diaz Ordaz (Recolecta dentro del Club),66150,25.673808,0000006293,(81) 8390-6381,"Sam's Club Santa Catarina, Mty.",Nuevo Leon,-100.429083
Mexico,De 07:00:00 a.m. a 09:00:00 p.m.,,San Nicolás de los Garza,Av. Universidad 413 (Recolecta dentro del Club),66450,25.742916,0000004727,(81) 8332-9632,"Sam's Club Universidad, Mty.",Nuevo Leon,-100.302987
Mexico,De 07:00:00 a.m. a 11:00:00 p.m.,,Oaxaca de Juarez,Av. Universidad 601 (Recolecta en Drive Thru o dentro del Club),68130,17.042558,0000006557,(951) 506-0101,"Sam's Club Oaxaca, Oax.",Oaxaca,-96.715294
Mexico,De 08:00:00 a.m. a 10:00:00 p.m.,,Salina Cruz,Carretera Transismica 11 KM  6.5 (Recolecta dentro del Club),70613,16.233084,0000006222,(971)  716-1795,"Sam's Club Salina Cruz, Oax.",Oaxaca,-95.210974
Mexico,De 08:00:00 a.m. a 10:00:00 p.m.,,San Juan Evangelista,Blvd. Benito Juarez 1101 (Recolecta dentro del Club),68370,18.090422,0000006277,(287)-877-9296,"Sam's Club Tuxtepex, Oaxaca",Oaxaca,-96.131037
Mexico,De 09:00:00 a.m. a 10:00:00 p.m.,,Puebla,Avenida 18 de noviembre #1045 esq. Con Albert Einstein col. corredor industrial la Ciénega cp 72220,72220,19.063687,0000006312,0000000000,"Sam's Club Defensores, Pue.",Puebla,-98.162787
Mexico,De 08:00:00 a.m. a 10:00:00 p.m.,,San Pedro Cholula,Boulevard Forjadores de Puebla 3401 (Recolecta dentro del Club),72760,19.076735,0000004988,(222) 329-1288,"Sam's Club Forjadores, Pue.",Puebla,-98.294753
Mexico,De 09:00 a.m. a 09:00 p.m.,,Puebla ,Lateral Sur de Perifrico Ecolgico 701 (Recolecta en Drive Thru o dentro del Club),72490,18.990074,0000006211,(222) 395-3063,"Sam's Club Hospital General, Pue.",Puebla,-98.240283
Mexico,De 00:00:00 a.m. a 11:59:00 p.m.,,Puebla,Blvd. Héroes del 5 de mayo 2322 Recolecta en Drive Thru o dentro del Club),72050,19.069825,0000006263,(222) 220-6565,"Sam's Club Puebla Capu, Pue.",Puebla,-98.194401
Mexico,De 00:00:00 a.m. a 11:59:00 p.m.,,Puebla,Circuito Interior 1920 (Recolecta en Drive Thru o dentro del Club),72410,19.011316,0000006396,(222) 237-4513,"Sam's Club Puebla La Noria, Pue.",Puebla,-98.187636
Mexico,De 09:00 a.m. a 09:00 p.m.,,Tehuacán,Calz. Adolfo López Mateos 4000 (Recolecta dentro del Club),75855,18.469286,0000004939,(238) 384-7243,"Sam's Club Tehuacán, Pue.",Puebla,-97.418899
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Epigmenio Gonzalez,Anillo Vial ll fray Jupinero (Recolecta en Drive Thru o dentro del Club),76127,20.621321,0000006246,(442) 199 83-40,"Sam's Club Juriquilla, Qro",Queretaro,-100.410696
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Querétaro,Hacienda Vegil 101 Recolecta en Drive Thru o dentro del Club),76187,20.574366,0000004827,(442) 215-3188,"Sam's Club Plaza de Toros, Qro.",Queretaro,-100.409299
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Querétaro ,Blvd. Bernardo Quintana 4115 (Recolecta en Drive Thru o dentro del Club),76130,20.617,0000006397,(442) 217-7000,"Sam's Club Querétaro, Qro.",Queretaro,-100.408419
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,San Juan del Río ,Av. Central 18 (Recolecta en Drive Thru o dentro del Club),76802,20.4045652,0000004945,(427) 264-8160,"Sam's Club San Juan del Rio, Qro.",Queretaro,-99.9837238
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Benito Juárez Cancún,"Paseo Kukulcán entre Palenque y Yaxchilán S.M. 21, Mza. 2, Lote 2 (Recolecta dentro del Club)",77500,21.154317,0000006578,(998) 881-0200,"Sam's Club Cancún, Q.R.",Quintana Roo,-86.832268
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Othon P. Blanco,Blvd. Bahia Carmen Ochoa S/N (Recolecta en Drive Thru o dentro del Club),77000,18.494958,0000004951,(983) 129-3118,"Sam's Club Chetumal, Q.R.",Quintana Roo,-88.3042
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Cozumel ,Av. Andrés Quintana Roo S/N (Recolecta en Drive Thru o dentro del Club),77660,20.4913662,0000006227,(987) 869-3584,"Sam's Club Cozumel, Q.R.",Quintana Roo,-86.9464445
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Benito Juarez,Blvd. Luis Donaldo Colosio SM 310 Manzana 1 Lote 4 (Recolecta dentro del Club),77500,21.108263,0000004972,(998) 882-1339,"Sam's Club Cumbres, Q.R.",Quintana Roo,-86.840014
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Solidaridad/Playa del Carmen,"Balam Kanche Lotes 2 C, 3 y 3 A Manzana 30 (Recolecta dentro del Club)",77710,20.618405,0000004841,(984) 803-5970,"Sam's Club Playa del Carmen, Q.R.",Quintana Roo,-87.096863
Mexico,De 09:00:00 a.m. a 09:00:00 p.m.,,Soledad De Graciano Sanchez,"Acceso Norte 106 con arenal, Col. Industrial Mexicana, CP. 78309, San Luis Potosi (Recolecta en Drive Thru o dentro del Club)",78309,22.170621,0000006315,(44)-4814-3669,"Sam's Club Campestre Potosí, S.L.P.",San Luis Potosi,-100.964467
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,San Luis Potosí,Av. Benito Juárez Carretera 57 No. 1599 (Recolecta en Drive Thru o dentro del Club),78390,22.1400198,0000006242,(444) 567-5358,"Sam's Club Carretera 57, S.L.P.",San Luis Potosi,-100.9387994
Mexico,De 09:00:00 a.m. a 09:00:00 p.m.,,Ciudad Valles,Monterrey 110 (Recolecta dentro del Club),79050,21.9819111,0000006213,(481) 381-9427,"Sam's Club Cd Valles, S.L.P.",San Luis Potosi,-99.0053022
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,San Luis Potosí,Blvd. Salvador Nava 3135 (Recolecta dentro del Club),78110,22.140005,0000006206,(444) 841-5351,"Sam's Club San Luis, S.L.P.",San Luis Potosi,-101.000056
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Culiacán ,Av. Regional 1330 (Recolecta en Drive Thru o dentro del Club),80020,24.813265,0000006586,(667) 759-0200,"Sam's Club Culiacán, Sin.",Sinaloa,-107.411152
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Los Mochis,Blvd. Jiquilpan 1112 Pte L-A (Recolecta en Drive Thru o dentro del Club),81220,25.805754,0000004791,(668) 812-2343,"Sam's Club Los Mochis, Sin.",Sinaloa,-108.990619
Mexico,De 09:00:00 a.m. a 10:00:00 p.m.,,Mazatlán ,Av. Marina Mazatlan (Recolecta dentro del Club),82112,23.252976,0000006309,(669) 913-5374,"Sam's Club Marina, Sin.",Sinaloa,-106.437097
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Mazatlán ,Av. Reforma 2150 (Recolecta dentro del Club),82123,23.24041,0000006583,(669) 989-0500,"Sam's Club Mazatlán, Sin.",Sinaloa,-106.439946
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Culiacán ,Ave. Alvaro Obregón 2861 (Recolecta en Drive Thru o dentro del Club),80227,24.780988,0000004955,(667) 146-0403,"Sam's Club México 68, Sin.",Sinaloa,-107.394962
Mexico,De 07:00:00 a.m. a 09:00:00 p.m.,,Hermosillo,Blvd. José Ma. Morelos S/N (Recolecta en Drive Thru o dentro del Club),81500,29.1328389,0000006241,(662) 211-3900,"Sam's Club Blvd. Morelos, Son.",Sonora,-110.9532452
MX,De 07:00:00 a.m. a 09:00:00 p.m.,,Sonora,"Blvd. Dr. Antonio Quiroga, No 329, Con Carretera 26, Col. Floresta, CP 83316, Hermosillo, Sonora",83316,29.11,0000006322,(66) 21-18-82-14,"Sam's Club Boulevard Quiroga, Son",Sonora,-111.023
Mexico,De 07:00:00 a.m. a 09:00:00 p.m.,,Cajeme,5 de Febrero No. 1074 (Recolecta dentro del Club),85010,27.515998,0000004792,(644) 414-7179,"Sam's Club Cd. Obregón, Son.",Sonora,-109.93068
Mexico,De 09:00:00 a.m. a 09:00:00 p.m.,,Guaymas,Carretara Internacional Mexico Nogales km 1982 No. 1400 (Recolecta dentro del Club),64320,31.3327175,0000006210,(622) 221-4210,"Sam's Club Guaymas, Son.",Sonora,-110.940789
Mexico,De 07:00:00 a.m. a 09:00:00 p.m.,,Hermosillo,Río Sonora S/N (Recolecta en Drive Thru o dentro del Club),83289,29.067766,0000008121,(662) 259-0304,"Sam's Club Hermosillo, Son.",Sonora,-110.958352
Mexico,De 09:00:00 a.m. a 09:00:00 p.m.,,Navojoa,Blvd. Centenario No.117 (Recolecta dentro del Club),85830,27.090078,0000006298,(642) 421-2188,"Sam's Club Navojoa, Son.",Sonora,-109.448547
Mexico,De 09:00:00 a.m. a 09:00:00 p.m.,,Nogales,Blvd. Luis Donaldo Colosio Murrieta 2770 (Recolecta dentro del Club),84068,31.288655,0000006288,(631) 319-2545,"Sam's Club Nogales, Son.",Sonora,-110.942785
Mexico,De 09:00:00 a.m. a 09:00:00 p.m.,,Puerto Peñasco,Blvd. Benito Juárez S/N (Recolecta dentro del Club),83553,31.324064,0000004983,(638) 102-1508,"Sam's Club Puerto Peñasco, Son.",Sonora,-113.521334
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Cárdenas,Periferico Sur 2 (Recolecta dentro del Club),86560,17.9988051,0000006212,(937) 372-9794,"Sam's Club Cardenas, Tab",Tabasco,-93.3866107
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,"Centro, Tabasco",Av. Universidad No. 224 (Recolecta dentro del Club),86060,18.004047,0000006308,,"Sam's Club Universidad, Tab",Tabasco,-92.924479
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Centro,Prol. Paseo Usumacinta 409 (Recolecta en Drive Thru o dentro del Club),86090,17.971625,0000004911,(993) 314-8012,"Sam's Club Villahermosa Guayabal, Tab.",Tabasco,-92.922294
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Centro,Anillo Periférico S/N (Recolecta en Drive Thru o dentro del Club),86035,17.989387,0000006574,(993) 354-4002,"Sam's Club Villahermosa, Tab.",Tabasco,-92.966845
Mexico,De 07:00:00 a.m. a 09:00:00 p.m.,,Cd. Victoria,Blvd. Adolfo López Mateos No. 150 Local A (Recolecta en Drive Thru o dentro del Club),87049,23.750861,0000004801,(834) 305-0717,"Sam's Club Cd. Victoria, Tamps.",Tamaulipas,-99.156482
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Matamoros,Ave. Pedro Cardenas 4995 b km. 2.5 (Recolecta en Drive Thru o dentro del Club),87396,25.832091,0000004950,(868) 819-3466,"Sam's Club Matamoros, Tamps",Tamaulipas,-97.511644
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Reynosa,Blvd. Hidalgo 1935 (Recolecta dentro del Club),88700,26.075398,0000004941,(899) 180-0506,"Sam's Club Reynosa, Tamps",Tamaulipas,-98.312557
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Tampico,Av. Hidalgo 6112 Recolecta en Drive Thru o dentro del Club),89344,22.288466,0000006577,(833) 155-5300,"Sam's Club Tampico, Tamps.",Tamaulipas,-97.875282
Mexico,De 07:00:00 a.m. a 09:00:00 p.m.,,San Pablo Apetatitlán ,Carretera Apizaco-Puebla 3 (Recolecta dentro del Club),90610,19.34227,0000006208,(246) 468-7514,"Sam's Club El Molinito, Tlax.",Tlaxcala,-98.19859
Mexico,De 07:00:00 a.m. a 08:00:00 p.m.,,Coatzacoalcos,Av. De las Palmas 100 (Recolecta en Drive Thru o dentro del Club),96558,18.143726,0000006274,(921) 218-3459,"Sam's Club Coatzacoalcos, Ver.",Veracruz de Ignacio de la Llave,-94.473973
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Córdoba,Boulevard Cordoba-Fortin 4025 (Recolecta dentro del Club),94470,18.902429,0000004862,(271) 736-1753,"Sam's Club Córdoba, Ver.",Veracruz de Ignacio de la Llave,-96.959581
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Veracruz,Calzada Rafael Cuervo 2300 (Recolecta dentro del Club),91885,19.2148042,0000006209,(229) 980-0817,"Sam's Club Playa Norte, Ver.",Veracruz de Ignacio de la Llave,-96.1937571
Mexico,De 08:00:00 a.m. a 10:00:00 p.m.,,Poza Rica,Carreteraa Cazones Km. 50 (Recolecta dentro del Club),93303,20.569676,0000004938,(782) 821-4975,"Sam's Club Poza Rica, Ver.",Veracruz de Ignacio de la Llave,-97.434965
Mexico,De 09:00:00 a.m. a 10:00:00 p.m.,,Tuxpan,Carr. Tuxpan-Tampico km 88 (Recolecta dentro del Club),92894,20.9645689,0000006218,(783) 835-4412,"Sam's Club Tuxpan, Ver.",Veracruz de Ignacio de la Llave,-97.4044961
Mexico,De 08:00:00 a.m. a 10:00:00 p.m.,,Boca del Rio,Av. Ejército Mexicano 26 (Recolecta dentro del Club),94297,19.142888,0000008122,(229) 989-0200,"Sam's Club Veracruz, Ver.",Veracruz de Ignacio de la Llave,-96.115855
Mexico,De 09:00 a.m. a 09:00 p.m.,,Xalapa,Carretera Xalapa-Veracruz 191 (Recolecta en Drive Thru o dentro del Club),91190,19.522648,0000004878,(228) 813-9454,"Sam's Club Xalapa, Ver.",Veracruz de Ignacio de la Llave,-96.889179
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Mérida,Calle 91 por 95 y 96 (Recolecta en Drive Thru o dentro del Club),97002,20.944094,0000006286,(999) 176-7765,"Sam's Club Aviación, Yuc.",Yucatan,-89.649405
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Mérida,C-SEIS 400 (Recolecta en Drive Thru o dentro del Club),97130,21.00195,0000004987,(999) 196-2032,"Sam's Club Mérida Oriente, Yuc.",Yucatan,-89.592669
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Mérida,Prol. Paseo Montejo 312 (Recolecta en Drive Thru o dentro del Club),97118,21.010464,0000006576,(999) 944-9752,"Sam's Club Mérida, Yuc.",Yucatan,-89.611305
Mexico,De 09:00:00 a.m. a 09:00:00 p.m.,,Fresnillo,Blvd. Jesús Varela Rico 201 (Recolecta dentro del Club),99030,23.17534,0000006294,(493) 878-2260,"Sam's Club Fresnillo, Zac.",Zacatecas,-102.89292
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Zacatecas,Av. Fco. García Salinas 1602 (Recolecta en Drive Thru o dentro del Club),98098,22.758082,0000004790,(492) 899-1203,"Sam's Club Zacatecas, Zac.",Zacatecas,-102.545577
